1.018279103059927024e+02,4.298890505359849179e-01
1.099345596947652552e+02,3.473612347949844859e-01
2.248213087992604642e+02,8.594028585163119294e-01
1.143050475590487167e+02,5.452243895660755513e-01
1.034030504033111555e+02,3.967845306718618126e-01
1.034532141216608778e+02,4.742198220653922602e-01
1.126420472260914067e+02,5.372547443531680011e-01
1.030266131260712257e+02,4.687865505382785569e-01
1.208271078918518668e+02,5.729429971928216014e-01
1.034585341865903700e+02,3.961213003280052991e-01
1.999506423446471501e+02,7.993945058305023110e-01
1.850012319890661274e+02,1.083008071465918071e-01
1.776191616976597345e+02,1.271816532051371351e-01
1.437928992181360002e+02,2.202882099678362404e-01
1.096143701478278558e+02,3.491718333213865710e-01
1.767777599284391670e+02,1.293570143099436187e-01
1.092618312695490204e+02,3.512041705907346101e-01
2.135435015365880247e+02,8.324508729386300709e-01
1.646651770253116922e+02,1.613040467770743003e-01
1.028272591930594757e+02,4.659289045215201375e-01
1.020779263439121394e+02,4.191855599494302975e-01
1.282768970922932397e+02,2.700257987778060809e-01
1.360799350040103093e+02,2.440975603404326455e-01
1.050826980313890004e+02,4.903757302066603652e-01
1.026174192457860244e+02,4.626078560885337199e-01
1.538224617800205181e+02,1.911622872413351881e-01
1.434752549718041905e+02,6.491632169985753764e-01
1.743461248802150294e+02,7.347311697480050086e-01
1.894136452311074663e+02,7.732301026342508488e-01
1.132800595100512311e+02,3.300344362942120857e-01
1.064867755164408436e+02,3.690625359824714069e-01
1.839959455534202561e+02,1.108515999515070488e-01
1.117299365069035417e+02,3.377431639262030716e-01
1.462146744078747531e+02,2.130912615815997724e-01
1.209808664398772038e+02,5.735460823090812177e-01
2.217970231058559420e+02,8.522122480185818638e-01
1.575294679661831481e+02,6.896116301081087752e-01
1.466606468898341404e+02,6.586258482113240831e-01
1.355766916102641630e+02,2.457061313963967430e-01
1.022806656031555264e+02,4.141766094004676324e-01
1.858369269767269998e+02,1.061849146599202626e-01
1.129836363499287302e+02,5.389319852189649040e-01
1.528058485599451615e+02,6.763648474611674288e-01
1.463252779687566374e+02,6.576389285156043485e-01
1.076437898678783398e+02,5.092558066567209885e-01
1.028570750756770025e+02,4.663726037769109212e-01
2.031557613540809939e+02,8.072532589858014695e-01
1.021651795615977107e+02,4.168626262034638152e-01
1.179958363306264175e+02,3.089307535909517899e-01
1.334451683349036273e+02,6.177966620947243914e-01
1.793309101067054598e+02,7.476327172494520168e-01
1.022779330365893031e+02,4.561680207407535770e-01
1.420607609377931340e+02,6.448938529994977520e-01
1.609881394111727673e+02,1.712746966411781702e-01
1.085627639304877619e+02,3.553664789167950699e-01
1.373403901464537569e+02,2.401013239389613863e-01
1.038282891135170587e+02,3.919522679464219062e-01
1.261499685405654674e+02,2.775321935148553631e-01
1.031968688838588548e+02,4.710511045932433971e-01
2.092761781904341944e+02,8.221470428714326983e-01
1.033665773444679701e+02,3.972266262344429366e-01
1.414858365556738988e+02,6.431458220923429447e-01
1.749794778798236337e+02,1.340236789050401056e-01
1.289137707430872979e+02,2.678200711768664033e-01
1.399981107632231669e+02,6.385865088060206363e-01
1.999088113500572490e+02,7.992916527484809075e-01
1.126253173030664669e+02,5.371720215230660900e-01
1.939047959296092927e+02,7.844476779900618757e-01
1.565098494154891569e+02,1.836265834482319892e-01
1.020868187909153164e+02,4.514705162342939060e-01
1.084824187480750481e+02,3.558570827193915376e-01
1.135677231381615115e+02,3.286541227880809268e-01
1.855739586822922433e+02,1.068502797991349174e-01
1.200908300116156227e+02,5.700286027884845508e-01
1.884123221041025147e+02,7.707146647579427023e-01
1.798536637155552853e+02,7.489755136360806143e-01
2.358345241204941942e+02,8.853864541227071117e-01
1.097325990217436953e+02,5.219047533097396219e-01
1.391911585854793429e+02,2.343133797545549624e-01
1.019287491427785284e+02,4.242366261112436865e-01
1.782981958874415795e+02,1.254297535818270914e-01
2.340529587299215279e+02,8.812032502951302471e-01
1.731101583299014521e+02,7.315034522138232909e-01
1.563648610044985503e+02,1.840306617609284712e-01
1.917394402385087346e+02,7.790521464298023613e-01
1.634372687969247124e+02,7.057865761153171436e-01
2.006604843831404708e+02,8.011387063830940347e-01
1.569038680890728870e+02,6.878743953628801977e-01
1.081775878521962824e+02,5.126609405268710562e-01
1.965784784990690639e+02,7.910783784318988765e-01
1.034226831135081000e+02,4.738556537830637128e-01
1.995536106079550507e+02,7.984179891103411197e-01
1.628583465715555576e+02,7.042188512615951135e-01
1.047978751538929600e+02,3.825103675644051515e-01
1.018251960786337520e+02,4.301273500691308316e-01
1.053531200007845428e+02,3.777654587640481010e-01
1.528183453633343447e+02,6.764003064084892491e-01
1.084775303306298895e+02,3.558870185487658100e-01
1.838787712129349359e+02,7.592549294788145664e-01
1.670189641981403383e+02,7.154099209885153021e-01
